0	3.7993188462e-08
1	7.2472627795e-07
2	4.46978687788e-07
3	4.54428332584e-08
4	1.08218506743e-06
5	4.39529042992e-07
6	7.50179231004e-07
7	7.33045047972e-07
8	7.53407410416e-07
9	4.00915050796e-07
10	5.32649602947e-08
11	1.16996671529e-06
12	6.70343870935e-07
13	7.21001455551e-07
14	7.04488076252e-07
15	7.31803440506e-07
16	4.16435144122e-07
17	5.56240144803e-08
18	1.18089286099e-06
19	6.97783395936e-07
20	7.0237734356e-07
21	6.97907556682e-07
22	7.5253828519e-07
23	4.00542568557e-07
24	5.15267098422e-08
25	1.16400699945e-06
26	6.64880798085e-07
27	7.04984719239e-07
28	6.79904248424e-07
29	7.13924292995e-07
30	3.92596280774e-07
31	6.30736592767e-08
32	1.17356737694e-06
33	6.43773471161e-07
34	7.00639093108e-07
35	6.86733089488e-07
36	7.05233040732e-07
37	3.94707013466e-07
38	5.4754889254e-08
39	1.17071167976e-06
40	6.61900940166e-07
41	6.91947840845e-07
42	6.74689497067e-07
43	7.17897436886e-07
44	3.88126493896e-07
45	5.38857640278e-08
46	1.16450364243e-06
47	6.50229829985e-07
48	6.99894128628e-07
49	6.55196259849e-07
50	7.17152472406e-07
51	3.63046023081e-07
52	5.1899192082e-08
53	9.84967202839e-07
54	5.95226619238e-07
55	6.82139141863e-07
56	6.98280038922e-07
57	7.20380651818e-07
58	4.20532448761e-07
59	6.1087087331e-08
60	1.18995659549e-06
61	6.62273422406e-07
62	7.32300083493e-07
63	6.78786801705e-07
64	7.47323533832e-07
65	4.14200250684e-07
66	5.37616032812e-08
67	1.17518146664e-06
68	6.65625762564e-07
69	7.07467934171e-07
70	6.72454603628e-07
71	7.23112188244e-07
72	4.02280819009e-07
73	5.61206574667e-08
74	1.1913223637e-06
75	6.48615740279e-07
76	7.35776584398e-07
77	6.65004958831e-07
78	7.00887414601e-07
79	3.90733869575e-07
80	5.45065677608e-08
81	1.16251707049e-06
82	6.72082121388e-07
83	7.16159186434e-07
84	6.64259994352e-07
85	7.25595403176e-07
86	3.77324508941e-07
87	4.92918164033e-08
88	1.17816132456e-06
89	6.77669354985e-07
90	7.47199373086e-07
91	6.97535074442e-07
92	7.07467934171e-07
93	4.14448572177e-07
94	6.35703022632e-08
95	1.16338619571e-06
96	7.07716255664e-07
97	6.94555216524e-07
98	6.59045242994e-07
99	7.48689302045e-08
100	5.74864256794e-07
101	1.3285199887e-08
102	1.0503999163e-07
103	1.10018837569e-06
104	7.64581877611e-07
105	7.37763156343e-07
106	7.93759653063e-07
107	4.34686773874e-07
108	5.66173004531e-08
