0	2.75869728044e-12	1.33023442083e-11	1.49113537054e-11
1	5.00134938254e-13	1.08998979558e-11	1.28907532149e-11
2	4.71773205933e-13	5.0179513722e-12	1.29149644498e-11
3	4.69006207658e-13	4.32758530252e-12	1.25801576585e-11
4	4.81457699896e-13	4.61950362056e-12	1.2444574743e-11
5	4.80765950328e-13	4.67069308865e-12	1.278629903e-11
6	4.74540204208e-13	1.09213421925e-11	1.30892853411e-11
7	2.37996439151e-12	1.26527913632e-11	1.41594219241e-11
8	4.81457699896e-13	1.09144246968e-11	1.2906663455e-11
9	4.83532948603e-13	4.99581538599e-12	1.27212745705e-11
10	4.98059689548e-13	4.34418729217e-12	1.26202791335e-11
11	4.83532948603e-13	4.63748910935e-12	1.2547299554e-11
12	4.73156705071e-13	4.78829051535e-12	1.29149644498e-11
13	4.80420075543e-13	1.10306386244e-11	1.30692246037e-11
14	2.382385515e-12	1.26064441421e-11	1.43095315805e-11
15	5.00480813039e-13	1.07843757779e-11	1.2834375625e-11
16	4.73156705071e-13	5.2863502049e-12	1.28298792528e-11
17	4.90104569507e-13	4.25356809865e-12	1.25324269383e-11
18	5.04977185236e-13	4.67346008693e-12	1.24694777275e-11
19	4.79728325974e-13	4.67899408348e-12	1.28706924774e-11
20	4.54479466713e-13	1.09171916951e-11	1.31065790804e-11
21	2.35609903139e-12	1.25497206775e-11	1.41525044284e-11
22	4.78690701621e-13	1.06875308382e-11	1.28720759765e-11
23	4.97367939979e-13	5.11687156054e-12	1.27513656768e-11
24	4.78690701621e-13	4.29438132321e-12	1.26604006085e-11
25	4.73502579855e-13	4.53580192273e-12	1.25708190393e-11
26	4.77307202484e-13	4.79797500931e-12	1.28402554964e-11
27	4.58284089341e-13	1.06847638399e-11	1.31435876823e-11
28	2.32289505209e-12	1.26949880869e-11	1.42818615978e-11
29	4.72119080717e-13	1.08092787623e-11	1.28499399903e-11
30	4.99443188686e-13	4.97921339634e-12	1.28125855136e-11
31	4.84224698172e-13	4.33035230079e-12	1.27043267061e-11
32	4.93909192135e-13	4.57246464988e-12	1.26168203856e-11
33	4.80420075543e-13	4.76200403173e-12	1.27928706509e-11
34	4.59321713694e-13	1.08687692252e-11	1.3047780367e-11
35	2.36993402277e-12	1.25061404546e-11	1.42005810235e-11
36	4.81457699896e-13	1.07248853149e-11	1.30062753929e-11
37	4.74886078993e-13	5.07190783856e-12	1.27984046475e-11
38	4.70389706795e-13	4.31098331287e-12	1.27171240731e-11
39	4.92179818213e-13	4.56139665678e-12	1.23895806523e-11
40	4.93909192135e-13	4.69006207658e-12	1.2876226474e-11
41	4.56554715419e-13	1.09400194308e-11	1.31902807782e-11
42	2.32012805381e-12	1.24874632163e-11	1.43012305857e-11
